Time,GMSL
04-1995,8.6
05-1995,7.7
06-1995,6.6
07-1995,7.9
08-1995,7.3
09-1995,8.6
10-1995,10.1
11-1995,12.5
12-1995,16.3
01-1996,16.2
02-1996,16.1
03-1996,11.1
04-1996,8.4
05-1996,7.5
06-1996,7.1
07-1996,13
08-1996,15.6
09-1996,20.7
10-1996,18.1
11-1996,16
12-1996,14.2
01-1997,16.5
02-1997,19.2
03-1997,22.8
04-1997,23.1
05-1997,22.7
06-1997,22.2
07-1997,17.6
08-1997,17.7
09-1997,16.9
10-1997,22.1
11-1997,22
12-1997,23.9
01-1998,20.4
02-1998,16.4
03-1998,11.5
04-1998,7.1
05-1998,6.5
06-1998,7.2
07-1998,9.5
08-1998,10.1
09-1998,11.6
10-1998,9.9
11-1998,8.9
12-1998,8.9
01-1999,12.5
02-1999,15.8
03-1999,20.7
04-1999,19.9
05-1999,21.9
06-1999,21.3
07-1999,23.2
08-1999,22.7
09-1999,22.2
10-1999,20.3
11-1999,16.2
12-1999,14
01-2000,12.8
02-2000,15.5
03-2000,19.4
04-2000,22.2
05-2000,26.2
06-2000,25.9
07-2000,27.1
08-2000,22.4
09-2000,20
10-2000,16.7
11-2000,17.8
12-2000,19.8
01-2001,23.8
02-2001,24.2
03-2001,27
04-2001,24.8
05-2001,25.3
06-2001,25.7
07-2001,27.1
08-2001,29.8
09-2001,29.9
10-2001,27.6
11-2001,24.5
12-2001,22.1
01-2002,23.1
02-2002,24.3
03-2002,25.9
04-2002,24.9
05-2002,26.5
06-2002,29.2
07-2002,29.4
08-2002,28.5
09-2002,30
10-2002,31.4
11-2002,34.2
12-2002,32.9
01-2003,31.8
02-2003,30.2
03-2003,29.3
04-2003,33.5
05-2003,35.9
06-2003,40
07-2003,40
08-2003,42.4
09-2003,43.6
10-2003,44.3
11-2003,41
12-2003,39.3
01-2004,36.3
02-2004,33.4
03-2004,33.9
04-2004,34.9
05-2004,39.2
06-2004,41.5
07-2004,40.4
08-2004,41.6
09-2004,38.6
10-2004,37.3
11-2004,34.5
12-2004,34.6
01-2005,36.6
02-2005,37.2
03-2005,36.2
04-2005,36.4
05-2005,37.9
06-2005,40
07-2005,40.7
08-2005,39.7
09-2005,36.6
10-2005,36
11-2005,34.7
12-2005,35.5
01-2006,35.2
02-2006,37.8
03-2006,43
04-2006,44.7
05-2006,43.4
06-2006,40.8
07-2006,40.3
08-2006,42.2
09-2006,43.5
10-2006,44.6
11-2006,44.2
12-2006,39.1
01-2007,35.6
02-2007,31.4
03-2007,34.3
04-2007,38.3
05-2007,45.5
06-2007,49.1
07-2007,50.5
08-2007,50.5
09-2007,47.9
10-2007,46.5
11-2007,46.8
12-2007,45.4
01-2008,46.5
02-2008,46.1
03-2008,52.5
04-2008,56.3
05-2008,60.1
06-2008,60.1
07-2008,59.3
08-2008,55
09-2008,50.9
10-2008,46.8
11-2008,46.8
12-2008,46
01-2009,47.5
02-2009,46.8
03-2009,49
04-2009,50.2
05-2009,55.6
06-2009,59.6
07-2009,62.7
08-2009,62.9
09-2009,63.6
10-2009,63.9
11-2009,65.6
12-2009,68.8
01-2010,67.6
02-2010,67.6
03-2010,63.2
04-2010,65
05-2010,61.7
06-2010,61.8
07-2010,61
08-2010,63.3
09-2010,65.2
10-2010,68.7
11-2010,71.1
12-2010,72.8
01-2011,70.4
02-2011,68.5
03-2011,67.2
04-2011,70.6
05-2011,72.6
06-2011,73.2
07-2011,72.1
08-2011,69.3
09-2011,67
10-2011,62.6
11-2011,58.7
12-2011,55.4
01-2012,58.5
02-2012,63.8
03-2012,72.5
04-2012,80.4
05-2012,82
06-2012,82.4
07-2012,78.1
08-2012,78.8
09-2012,78.6
10-2012,80.8
11-2012,79.4
12-2012,77.7
01-2013,70.5
02-2013,65.7
03-2013,67
04-2013,69.8
05-2013,72
06-2013,71.5
07-2013,71.2
08-2013,71.6
09-2013,68.8
10-2013,66.4
11-2013,59.7
12-2013,58.5
01-2014,69
02-2014,70.1
03-2014,71.5
04-2014,69.3
05-2014,69.9
06-2014,71.9
07-2014,73.1
08-2014,73.5
09-2014,70.2
10-2014,71.7
11-2014,69
12-2014,76
01-2015,74.5
02-2015,79.5
03-2015,76.3
04-2015,76.4
05-2015,76.8
06-2015,80
07-2015,81.6
08-2015,82.7
09-2015,83.5
10-2015,84
11-2015,83.7
12-2015,82.4
01-2016,84
02-2016,84.8
03-2016,84.5
04-2016,83
05-2016,81.7
06-2016,82.2
07-2016,80.6
08-2016,79.2
09-2016,79
10-2016,79.5
11-2016,81.5
12-2016,82.4
01-2017,80.7
02-2017,80.2
03-2017,81.3
04-2017,81.7
05-2017,81.3
06-2017,81.9
07-2017,83.1
08-2017,83.9
09-2017,83.8
10-2017,84.1
11-2017,85.8
12-2017,86.4
01-2018,86
02-2018,85.7
03-2018,85.1
04-2018,84.7
05-2018,85.8
06-2018,86.5
07-2018,86.9
08-2018,87.7
09-2018,89
10-2018,90.5
11-2018,89.4
12-2018,89.4
01-2019,90.8
02-2019,92
03-2019,92.2
04-2019,92.4
05-2019,93.9
06-2019,94.7
07-2019,95
08-2019,96.4
09-2019,96.3
10-2019,95.2
11-2019,95.6
12-2019,95
01-2020,92.5
02-2020,92.7
03-2020,93.8
04-2020,94.9
05-2020,96.5
06-2020,95.3
07-2020,95.2
08-2020,94.7
,
,
,
,
